"","vector","type","label","units","parent_vector","aggregation","details"
"6749","v_CA21_6758","Female","Cree, n.o.s.","Number","v_CA21_6737","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Cree, n.o.s."
"6750","v_CA21_6759","Total","Innu (Montagnais)","Number","v_CA21_6729","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Innu (Montagnais)"
"6751","v_CA21_6760","Male","Innu (Montagnais)","Number","v_CA21_6730","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Innu (Montagnais)"
"6752","v_CA21_6761","Female","Innu (Montagnais)","Number","v_CA21_6731","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Innu (Montagnais)"
"6753","v_CA21_6762","Total","Naskapi","Number","v_CA21_6729","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Naskapi"
"6754","v_CA21_6763","Male","Naskapi","Number","v_CA21_6730","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Naskapi"
"6755","v_CA21_6764","Female","Naskapi","Number","v_CA21_6731","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Naskapi"
"6756","v_CA21_6765","Total","Eastern Algonquian languages","Number","v_CA21_6723","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Eastern Algonquian languages"
"6757","v_CA21_6766","Male","Eastern Algonquian languages","Number","v_CA21_6724","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Eastern Algonquian languages"
"6758","v_CA21_6767","Female","Eastern Algonquian languages","Number","v_CA21_6725","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Eastern Algonquian languages"
"6759","v_CA21_6768","Total","Mi'kmaq","Number","v_CA21_6765","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Eastern Algonquian languages; Mi'kmaq"
"6760","v_CA21_6769","Male","Mi'kmaq","Number","v_CA21_6766","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Eastern Algonquian languages; Mi'kmaq"
"6761","v_CA21_6770","Female","Mi'kmaq","Number","v_CA21_6767","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Eastern Algonquian languages; Mi'kmaq"
"6762","v_CA21_6771","Total","Wolastoqewi (Malecite)","Number","v_CA21_6765","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Eastern Algonquian languages; Wolastoqewi (Malecite)"
"6763","v_CA21_6772","Male","Wolastoqewi (Malecite)","Number","v_CA21_6766","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Eastern Algonquian languages; Wolastoqewi (Malecite)"
"6764","v_CA21_6773","Female","Wolastoqewi (Malecite)","Number","v_CA21_6767","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Eastern Algonquian languages; Wolastoqewi (Malecite)"
"6765","v_CA21_6774","Total","Ojibway-Potawatomi languages","Number","v_CA21_6723","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Ojibway-Potawatomi languages"
"6766","v_CA21_6775","Male","Ojibway-Potawatomi languages","Number","v_CA21_6724","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Ojibway-Potawatomi languages"
"6767","v_CA21_6776","Female","Ojibway-Potawatomi languages","Number","v_CA21_6725","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Ojibway-Potawatomi languages"
"6768","v_CA21_6777","Total","Anicinabemowin (Algonquin)","Number","v_CA21_6774","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Ojibway-Potawatomi languages; Anicinabemowin (Algonquin)"
